id,age,gender,activities,bike,run,swim,other,1s_critical_power,15s_critical_power,2m_critical_power,3m_critical_power,5m_critical_power,8m_critical_power,10m_critical_power,20m_critical_power,30m_critical_power,1m_peak_wpk,5m_peak_wpk,10m_peak_wpk,20m_peak_wpk,30m_peak_wpk,20s_peak,20s_peak_wpk,60s_peak,60s_peak_wpk,180s_peak,180s_peak_wpk,240s_peak,240s_peak_wpk,420s_peak,420s_peak_wpk,720s_peak,720s_peak_wpk,weightkg, weightstd
273db309-f12f-4520-82ed-0978d5009cc3,20,M,657,249,250,118,40,2557.0,832.4,353.775,347.99444,334.81333,309.9125,306.61333,295.41,279.62222,6.32844,4.46418,4.08818,3.9388,3.7283,810,10.8,475,6.333333333333333,348,4.64,341,4.546666666666667,315,4.2,304,4.053333333333334,75.0,0.0
59747400-486b-4c0f-bb30-989fe8b7b87a,28,M,97,51,27,18,1,656.0,403.8,273.95,261.35,259.16667,248.84167,246.27667,237.72,235.21722,3.71167,3.23958,3.07846,2.9715,2.94022,376,4.7,297,3.7125,261,3.2625,262,3.275,253,3.1625,242,3.025,80.0,0.0
be3b662e-6fda-4c4f-85f8-812a364657f7,24,M,472,472,0,0,0,1259.0,1012.8,440.60833,395.38333,356.62667,338.75833,337.67667,333.6675,307.33222,10.36106,6.48412,6.13958,6.06668,5.58786,873,15.872727272727273,570,10.363636363636363,395,7.181818181818182,361,6.5636363636363635,339,6.163636363636364,337,6.127272727272727,55.0,0.0
705d4ac7-258c-42d6-9ff6-c74b3dbb04c7,56,M,536,504,0,6,26,1000.0,932.44207,348.31667,335.46111,321.3,285.45833,283.515,271.1275,248.32778,6.09741,4.41635,3.85715,3.75796,3.43231,844,11.149273447820343,452,6.091094493541808,335,4.6143250688705235,324,4.462809917355372,288,4.002779708130646,282,3.834126444595513,74.8031026119403,2.0612861003708214
939eabb2-f1e4-4bce-8281-2baf58a8f772,68,M,267,266,0,0,1,1000.0,708.68027,417.72983,387.31889,330.11177,260.70057,265.10457,225.34905,219.48396,6.42395,4.64946,3.73387,3.17393,3.09132,644,9.070422535211268,456,6.422535211267606,387,5.450704225352113,362,5.098591549295775,272,3.8309859154929575,236,3.323943661971831,71.0,0.0
3a24a018-500c-408c-b9cf-b520b3fa1871,42,M,217,109,8,0,100,662.0,527.93333,274.43333,263.72222,241.83333,216.39583,209.46667,198.27667,192.03778,5.7959,3.72051,3.22256,3.05041,2.95443,521,8.015384615384615,377,5.8,264,4.061538461538461,252,3.876923076923077,221,3.4,205,3.1538461538461537,65.0,0.0
e8306f0a-cfb4-43e3-9194-48ff3d39ef67,30,M,65,36,0,0,29,1280.0,640.2,414.38333,384.94444,353.42333,336.08542,329.99167,305.05,293.57833,6.33037,4.84142,4.52043,4.17877,4.02162,584,8.0,462,6.328767123287672,385,5.273972602739726,371,5.082191780821918,341,4.671232876712328,327,4.47945205479452,73.0,0.0
4727f484-f08d-48cd-b680-e3625aaa5d50,50,M,458,444,5,0,9,1588.0,1271.05133,457.41669,390.96057,302.07445,266.77449,254.425,239.8425,229.37167,7.30293,3.34523,2.81755,2.65606,2.54011,1182,13.089700996677742,659,7.297895902547066,391,4.330011074197121,345,3.820598006644518,284,3.1450719822812845,249,2.7574750830564785,90.303711790393,0.07943578329771976
b8eb3255-1b80-4a3b-8469-28ef6696c547,39,M,96,85,0,0,11,991.0,853.93333,438.64167,423.05556,397.72,358.03958,339.84667,314.63833,303.10667,6.87881,5.68171,4.85495,4.49483,4.3301,788,11.257142857142858,482,6.885714285714286,423,6.042857142857143,411,5.871428571428571,372,5.314285714285714,331,4.728571428571429,70.0,0.0
810e205d-4e6c-4473-a5c4-a8b7568da315,51,M,649,646,0,0,3,2489.0,1349.46667,511.84775,507.66578,447.94625,432.02721,436.92863,394.82851,322.90862,8.03114,5.97262,5.82572,5.26438,4.30545,1039,13.853333333333333,602,8.026666666666667,508,6.773333333333333,467,6.226666666666667,443,5.906666666666666,431,5.746666666666667,75.0,0.0
3dc60d3d-07d5-4e38-8fe3-80992b7f39aa,28,M,43,40,0,0,3,343.0,223.8,212.0,212.0,208.78333,195.975,191.58,182.98417,182.77722,3.77198,3.69413,3.38974,3.23765,3.23399,214,3.786430459462104,213,3.768736859184244,212,3.7510432589063836,212,3.7510432589063836,199,3.5210264552941997,189,3.3440904525155966,56.51760999999999,7.189518182359756e-15
1bc1499d-9370-44a7-a2b8-cd1e8fabd8cd,-48,M,307,300,0,0,7,1485.0,890.26667,353.01667,322.97778,309.48333,286.6,272.40833,258.3225,240.51167,4.91682,3.66252,3.22377,2.98639,2.813,729,8.427745664739884,440,4.916201117318436,323,3.8224852071005917,316,3.739644970414201,294,3.4792899408284024,263,3.0532544378698225,92.10195439739414,4.4509376361673345
55411f38-a5a9-44e9-86cf-33031e278a77,39,M,103,100,0,0,3,983.0,729.33333,407.93333,365.95,338.80667,324.72917,314.60667,288.14167,269.37722,6.53378,4.57847,4.25144,3.89381,3.64023,600,8.108108108108109,484,6.54054054054054,366,4.945945945945946,345,4.662162162162162,327,4.418918918918919,307,4.148648648648648,74.0,0.0
48a39786-5000-457c-b6d3-5f923e8f76a4,41,M,567,370,0,0,197,1180.0,668.6,386.98333,358.15556,319.30667,294.94375,280.06333,262.49083,236.685,5.11118,3.74334,3.28327,3.07727,2.77474,654,7.667057444314185,436,5.1113716295427905,327,3.8335287221570926,320,3.7514654161781946,298,3.4935521688159437,276,3.235638921453693,85.30740740740741,0.09574783660002348
7370e8e3-79ef-4847-a758-64f30ac5ec95,56,M,37,36,1,0,0,1454.0,718.2,567.76667,487.53889,407.95,276.33125,239.26833,210.04833,206.68,10.21693,6.37422,3.73857,3.28201,3.22938,703,10.984375,654,10.21875,488,7.625,449,7.015625,316,4.9375,240,3.75,64.0,0.0
b5c4a8c2-90b6-429c-a564-a73883121427,47,M,6,2,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.08333333333333,0.20412414523193148
accaafb9-2371-41de-b193-4529d26934ed,33,M,347,328,14,0,5,887.0,650.46667,317.49167,280.62222,269.53,250.60625,235.61167,219.01333,211.915,4.6108,3.06284,2.67741,2.48879,2.40813,576,6.545454545454546,406,4.613636363636363,281,3.1931818181818183,277,3.147727272727273,257,2.9204545454545454,223,2.534090909090909,88.0,0.0
93f73eb9-aa1b-46c2-bc6d-9ff2d5042c04,30,M,174,174,0,0,0,1411.0,1043.66667,418.98333,380.01111,358.76667,326.25,320.52833,297.75125,280.94111,7.20667,4.78356,4.27371,3.97002,3.74588,986,13.146666666666667,541,7.213333333333333,380,5.066666666666666,371,4.946666666666666,331,4.413333333333333,319,4.253333333333333,74.97586206896551,0.14895824549094597
e48a0796-81b6-469d-b40a-8f0ed8331319,49,M,765,155,533,0,77,582.0,526.6,295.075,291.32222,290.51333,289.91667,278.87333,270.61167,261.70861,4.20457,3.97963,3.82018,3.70701,3.58505,486,6.657534246575342,307,4.205479452054795,291,3.9863013698630136,291,3.9863013698630136,290,3.9726027397260273,270,3.6986301369863015,73.0,0.0
059674bb-f3b5-4cf3-933b-6e6d72729fbc,54,M,26,22,0,0,4,383.0,312.26667,276.1,235.42778,198.09333,204.69792,191.01167,187.60333,174.40056,3.35963,2.20104,2.12235,2.08448,1.93778,307,3.411111111111111,302,3.3555555555555556,235,2.611111111111111,212,2.3555555555555556,200,2.2222222222222223,186,2.066666666666667,90.0,0.0
031046ff-34df-453a-9e98-02c49a869d05,20,M,7,7,0,0,0,1215.0,854.33333,493.275,475.31667,440.76333,425.70208,414.445,400.82417,399.64667,7.76133,5.87684,5.52593,5.34432,5.32862,756,10.08,582,7.76,475,6.333333333333333,451,6.013333333333334,420,5.6,400,5.333333333333333,75.0,0.0
af7a9adf-4bcf-43c1-8bc4-13594ef8cbb0,36,M,396,55,312,28,1,704.0,517.46667,418.1,352.53889,333.92333,331.84792,329.66667,310.725,310.60778,7.1537,5.30037,5.2328,4.93214,4.93028,506,8.031746031746032,451,7.158730158730159,353,5.515625,338,5.365079365079365,332,5.26984126984127,327,5.190476190476191,79.2840909090909,318.4329648262444
88f2818e-7fac-4ca5-a1ba-527279a14d84,47,M,168,158,1,0,9,1683.0,688.26667,308.49167,277.13889,250.31667,244.98333,239.53,222.89333,219.65333,5.36719,3.9112,3.74266,3.48271,3.43208,654,10.21875,344,5.375,277,4.328125,275,4.296875,247,3.859375,231,3.609375,64.0,0.0
004f16c9-6ec5-40ae-9ee0-d3b066e8a33b,45,M,105,89,0,1,15,1000.0,857.62234,687.94167,665.79444,617.72833,553.92396,545.49833,530.58,470.23611,7.67537,6.86365,6.06109,5.89533,5.22485,814,9.044444444444444,691,7.677777777777778,666,7.4,650,7.222222222222222,570,6.333333333333333,540,6.0,90.0,0.0
1c3167c3-3df0-4330-8a9c-6afacba9b98a,53,M,50,49,0,0,1,761.0,501.73333,225.10833,200.03889,176.09667,171.89167,168.91833,163.35417,157.33222,3.04415,1.84606,1.77081,1.71248,1.64935,411,4.308606509643993,290,3.0401359800407737,200,2.0966455034763958,181,1.897464180646138,175,1.8345648155418461,168,1.7611822229201723,95.23443479999997,0.5345132363617179
6257f49d-0fa5-4eab-aa1f-7fe90c6aac67,41,M,234,210,5,0,19,2338.0,1055.46667,564.05833,532.12778,437.90667,387.71042,356.41333,324.19083,307.83944,8.15898,5.17473,4.20191,4.0609,3.74395,970,11.435742093599073,675,8.154598153678725,532,6.271974014221347,486,5.729660471638298,429,5.057663255828868,342,4.096088473506825,84.05416153846153,1.8040838721196575
14b961a3-64d5-4a6a-9578-5c351cd2b405,69,M,824,346,358,24,96,2081.0,1092.2,347.35,324.85556,299.44667,273.68125,258.59167,252.41333,241.14667,4.69866,3.44192,2.97232,2.9013,2.7718,819,9.413793103448276,409,4.7011494252873565,325,3.735632183908046,307,3.528735632183908,278,3.1954022988505746,258,2.9655172413793105,86.69174757281553,0.7225779784826177
0a063519-6876-49ef-aaa9-486ea5fc7440,18,M,120,120,0,0,0,1492.0,859.66667,450.40833,402.35,395.33667,350.97708,336.27333,306.9175,287.24722,8.15838,6.78107,5.76798,5.26445,4.92705,683,11.715265866209263,476,8.16466552315609,402,6.895368782161236,395,6.775300171526587,355,6.089193825042882,322,5.523156089193825,58.29999999999998,1.4270439273031848e-14
7a37c0e6-03bf-488c-90e3-5c95b99c8e6a,38,M,173,0,0,0,173,570.6,452.86427,223.40007,207.98272,199.76228,195.81925,193.11335,187.9862,182.26412,3.8563,2.98153,2.88229,2.80576,2.72036,410,6.119402985074627,258,3.8507462686567164,208,3.1044776119402986,202,3.014925373134328,196,2.925373134328358,191,2.8507462686567164,67.0,0.0
fa200051-3b4d-4509-b358-215094243f3e,20,M,328,325,0,0,3,2614.0,1052.2,440.28333,406.35,369.22667,355.05208,342.85,322.005,292.78167,7.65417,5.4298,5.04191,4.73537,4.30561,884,13.0,520,7.647058823529412,406,5.970588235294118,398,5.852941176470588,359,5.279411764705882,330,4.852941176470588,68.0,0.0
cf500e04-d5d4-428c-9106-8542720fe632,47,M,912,910,0,0,2,2000.0,876.86667,362.725,337.68889,323.07,302.05208,288.47833,258.74917,246.56833,6.64116,4.895,4.37088,3.92044,3.73588,686,10.393939393939394,438,6.636363636363637,338,5.121212121212121,330,5.0,309,4.681818181818182,271,4.106060606060606,66.0,0.0
adf7d4fc-8b3f-410c-81c2-7b713d659d1a,46,M,1073,1068,0,0,5,2377.0,2280.0,488.52083,416.0,389.64667,374.67708,370.275,360.76167,324.69722,10.78184,5.56638,5.28964,5.15374,4.63853,778,11.114285714285714,541,7.728571428571429,416,5.942857142857143,393,5.614285714285714,377,5.385714285714286,373,5.328571428571428,70.15312208760484,0.944066328327732
f75605df-087d-4326-88be-73fc319b7706,46,M,1201,855,70,45,231,1262.0,1007.13333,554.425,489.66111,434.98667,404.84583,392.65167,338.215,325.09056,9.33425,5.99155,5.54514,4.79542,4.63092,959,13.258675515000691,676,9.337016574585634,490,6.764218663721701,445,6.170421155729677,412,5.733653438779833,365,5.17877412031782,71.80829225645296,1.6113986286292792
9689a8d0-1cb1-42f6-83e4-fc0c8f6db31b,41,M,288,271,1,0,16,802.0,540.86667,285.15,264.22222,252.94667,229.78542,225.71,196.42833,188.33611,4.7984,3.46502,3.09192,2.6908,2.57995,526,7.205479452054795,350,4.794520547945205,264,3.6164383561643834,253,3.4657534246575343,228,3.1232876712328768,215,2.9452054794520546,73.39583333333333,0.7982450262614978
16a4515f-880b-4e8d-bbb6-3f4df49d11df,54,M,144,31,37,34,42,731.0,622.53333,310.0,298.68889,279.76333,252.77292,242.37,225.265,209.20389,4.27202,3.33052,2.88536,2.68173,2.49052,607,7.226190476190476,359,4.273809523809524,299,3.5595238095238093,290,3.4523809523809526,260,3.0952380952380953,232,2.761904761904762,84.0,0.0
6e5d8151-097c-4c2f-b277-108c7de1ccf4,41,M,9,0,0,0,9,521.22431,427.27251,314.50155,286.36368,280.81249,272.39791,270.10524,230.08578,224.45154,4.24094,3.34641,3.21881,2.7419,2.67476,416,4.95742158783115,356,4.2424088588170425,286,3.408227341633916,281,3.348642947549407,271,3.229474159380389,266,3.16988976529588,83.91459,0.0
aae47a39-516f-4d02-92b0-24208bcccf1e,51,M,92,60,8,0,24,1626.0,574.53333,369.35833,350.73333,343.64333,323.02083,323.37667,318.19,312.84056,7.29435,5.82446,5.48096,5.39305,5.30238,550,9.322033898305085,430,7.288135593220339,351,5.9491525423728815,345,5.8474576271186445,323,5.47457627118644,324,5.491525423728813,59.0,0.0
9f3c2afc-ce45-4318-a15c-0ef1c063d8e7,46,M,6,6,0,0,0,1004.0,667.13333,426.15,385.1,338.36333,335.25,328.86333,315.48792,299.00861,4.90474,3.56172,3.46172,3.32093,3.14746,625,6.578947368421052,466,4.905263157894737,385,4.052631578947368,344,3.6210526315789475,337,3.5473684210526315,327,3.442105263157895,95.0,0.0
58660574-95d8-46a2-a44c-a406125790a4,51,M,76,51,4,0,21,912.15734,623.68043,338.66813,302.53211,274.50314,252.6842,252.33884,219.35782,211.50654,4.39623,3.02588,2.78156,2.41801,2.33146,547,6.029641142655577,399,4.398220870054068,303,3.340002314853089,286,3.152609445702916,256,2.82191614720261,239,2.634523278052437,90.71847039473684,3.4412360091507213e-06
3fe328d9-7fdd-4c06-9c77-15eb796ff511,20,M,964,224,601,117,22,2000.0,2000.0,470.15833,367.86667,327.69333,315.75208,309.15917,294.53083,285.07833,10.89931,4.5513,4.29388,4.09071,3.95942,2000,27.77777777777778,785,10.902777777777779,368,5.111111111111111,334,4.638888888888889,319,4.430555555555555,304,4.222222222222222,72.0,0.0
d6a123b9-898b-4daa-ae87-64769d647195,37,M,76,28,7,0,41,1038.0,675.4,350.41667,342.57778,326.64333,303.04167,287.28333,244.705,241.78389,6.87652,4.94914,4.35278,3.70765,3.66339,593,8.93939393939394,454,6.878787878787879,343,5.196969696969697,335,5.075757575757576,311,4.712121212121212,275,4.166666666666667,66.16447368421052,0.38633455186523546
c5245352-be7e-4382-b890-fa3283b1fd09,20,M,474,208,0,0,266,2334.0,1383.93333,515.75833,505.46667,449.11667,437.89583,437.9,329.70167,281.22389,10.98833,5.98822,5.83867,4.39602,3.74965,1273,16.973333333333333,824,10.986666666666666,505,6.733333333333333,460,6.133333333333334,447,5.96,420,5.6,75.0,0.0
237f6290-1323-4d87-925e-16b5530c13bc,50,M,1362,516,30,0,816,1213.0,866.13333,395.71865,381.50727,333.36,308.48125,302.50333,295.49868,289.45358,7.31428,5.0685,4.59935,4.49285,4.40094,779,11.844145639507083,481,7.313265792815029,382,5.808040608846863,368,5.595180481821061,310,4.713331384142742,300,4.561288436267169,65.77089,0.0
3bd7f73f-e36a-4425-8abe-27502ec2d1c6,35,M,194,194,0,0,0,1129.0,821.93333,410.38333,375.31667,318.38333,297.35,283.98333,267.17917,242.91611,7.11744,4.89821,4.36897,4.11045,3.73717,732,11.261538461538462,463,7.123076923076923,375,5.769230769230769,341,5.246153846153846,309,4.753846153846154,281,4.323076923076923,65.0,0.0
9abb1be0-0f37-4014-ba36-a95568f2b105,20,M,1223,1220,0,0,3,2758.0,1090.33333,2781.86667,1916.79444,1231.61333,839.87083,691.05917,439.00208,348.76694,12.79475,16.87142,9.46656,6.01373,4.77763,16190,221.78082191780823,5403,74.01369863013699,1917,26.26027397260274,1489,20.397260273972602,931,12.753424657534246,610,8.356164383561644,73.0,0.0
3e56e32a-3f59-4d0a-844b-d37c17cc138d,-57,M,88,65,0,0,23,1595.0,962.46667,355.85833,344.16667,323.06,292.09167,272.11,247.02667,226.53167,5.54571,4.89485,4.12288,3.74283,3.4323,752,11.393939393939394,366,5.545454545454546,344,5.212121212121212,334,5.0606060606060606,302,4.575757575757576,255,3.8636363636363638,66.0,0.0
82c240a4-d6a6-4ffd-9235-bc63745a2cb4,60,M,25,3,21,1,0,339.0,244.8,215.63333,210.28611,200.59833,186.46458,185.81,165.10667,160.99778,3.93736,3.45859,3.20362,2.84667,2.77582,244,4.206896551724138,228,3.9310344827586206,210,3.6206896551724137,203,3.5,189,3.2586206896551726,185,3.189655172413793,58.0,0.0
66b727cc-3dbf-4805-86d5-5397ec8fd78d,-52,M,149,120,4,0,25,1150.1608,824.31422,398.73038,375.80535,362.35593,331.95002,325.55916,301.87577,273.65798,7.36428,5.03272,4.52166,4.19272,3.80081,752,10.444444444444445,530,7.361111111111111,376,5.222222222222222,366,5.083333333333333,341,4.736111111111111,314,4.361111111111111,72.0,0.0
319d9aba-66f2-4b6c-bcfb-1d1140fbc460,48,M,1044,864,131,0,49,981.0,788.66667,383.875,344.66111,329.20333,315.5375,311.83167,302.69333,275.97778,5.05289,3.94255,3.73451,3.62507,3.30512,716,8.423529411764706,422,5.053892215568863,345,4.131736526946108,328,3.92814371257485,317,3.7964071856287425,305,3.6526946107784433,83.59386973180077,0.6210595948909123
edb3ff92-8124-4998-8696-4066d36170e4,53,M,65,14,0,0,51,2000.0,570.2,273.43333,261.43889,242.22667,219.45625,215.84,204.905,181.76556,3.60548,2.92544,2.60676,2.4747,2.19524,543,6.557971014492754,299,3.611111111111111,261,3.1521739130434785,261,3.1521739130434785,231,2.789855072463768,212,2.560386473429952,82.80307692307692,0.024806946917842042
cf70e2a1-ad11-48dd-b836-265fadd0fcc2,-38,M,349,340,0,0,9,2908.0,1000.0,692.31871,672.36922,568.52387,502.21255,452.81554,385.56934,365.52744,9.74675,7.48058,5.9581,5.07328,4.80957,1000,13.333333333333334,741,9.75,672,8.842105263157896,621,8.171052631578947,536,7.052631578947368,411,5.407894736842105,75.79656160458453,0.40313382281355215
3821696f-b252-4f78-b2f4-604a8d2faf6e,46,M,33,27,6,0,0,1209.0,877.8,333.31667,314.98333,284.42667,243.70833,233.35833,229.9225,211.84889,4.74561,2.99396,2.4564,2.42024,2.22999,717,7.5473684210526315,451,4.747368421052632,315,3.3157894736842106,295,3.1052631578947367,252,2.6526315789473682,236,2.4842105263157896,95.06060606060606,0.34815531191139565
3663b88e-dc14-4194-b797-0b1ac9ae1706,52,M,783,739,23,0,21,1153.0,696.46667,321.0,300.11667,269.95,261.14792,248.99333,221.71833,212.46,5.31886,3.03023,2.79499,2.48883,2.3849,652,7.318808417168488,474,5.320728818616355,300,3.3675498852002246,282,3.165496892088211,273,3.0644703955322043,238,2.6715895755921784,89.08554000000002,2.843987607299424e-14
7afbe1fc-c0df-4b66-a4cd-091bfee2f446,59,M,737,625,36,0,76,1012.0,636.86667,349.55833,302.23889,287.63333,256.00417,249.28167,231.35667,216.65278,4.93178,3.87212,3.34158,3.1013,2.8887,559,7.554054054054054,370,4.933333333333334,302,4.026666666666666,292,3.9194630872483223,264,3.5405405405405403,244,3.270777479892762,75.30312075983717,2.6825023862008655
72bb0b9a-d866-4bca-a69b-89a93484d305,-48,M,2484,1869,0,0,615,1472.0,1229.75,618.08333,552.55,520.26667,467.68542,435.95333,370.79119,350.46326,9.00221,7.1687,6.00695,5.10943,4.82931,999,13.766019016122366,653,8.997615976238578,553,7.61972685277172,528,7.2752545719050055,507,6.985897855976965,394,5.429240733085297,72.7681683252818,0.6558139377382196
8f37fa8e-9dd9-44ea-8ec1-f83ee287ecfe,20,M,1,0,0,0,1,294.0,136.13333,126.375,125.88333,125.51667,125.21458,124.36833,123.83333,113.47222,1.70178,1.67356,1.65824,1.65111,1.51296,125,1.6666666666666667,123,1.64,113,1.5066666666666666,111,1.48,110,1.4666666666666666,109,1.4533333333333334,75.0,nan
d633b404-3cd3-473b-9dd6-703ad43bc697,24,M,896,879,15,0,2,1207.0,940.8,460.525,427.03333,374.89333,348.17917,323.87833,308.46583,298.04167,9.24661,5.85771,5.0606,4.81978,4.6569,925,14.453125,592,9.25,427,6.671875,393,6.140625,364,5.6875,326,5.09375,64.0,0.0
7006ceeb-364f-4fe3-8f01-f7831f8203c4,20,M,485,398,29,4,54,2331.0,1072.73333,553.225,537.95556,459.4,411.04167,403.83667,388.82583,370.23222,8.56059,5.40471,4.75102,4.57442,4.35567,995,11.705882352941176,728,8.564705882352941,538,6.329411764705882,508,5.976470588235294,410,4.823529411764706,405,4.764705882352941,84.23917525773196,2.2509206886280984
4c4991a6-71a1-4477-8618-737d98cdffd2,48,M,114,39,0,0,75,1975.0,598.33333,445.96667,417.21111,381.88,318.41458,285.75,248.40083,226.31,6.75204,5.49468,4.11151,3.57411,3.25626,580,8.345323741007194,469,6.748201438848921,417,6.0,385,5.539568345323741,340,4.892086330935252,262,3.7697841726618706,69.5,0.0
ff64b289-b9d9-4927-8c7b-c4ba3a9945a1,30,M,273,241,1,0,31,1171.0,814.46667,481.575,418.18333,363.77,324.25625,313.225,299.97167,269.97944,7.45534,4.66372,4.01571,3.84579,3.46127,789,10.115384615384615,582,7.461538461538462,418,5.358974358974359,380,4.871794871794871,352,4.512820512820513,313,4.012820512820513,78.0,0.0
bd104cd6-e1c4-4724-967a-d3ee321d86a4,50,M,576,333,9,0,234,832.0,586.13333,363.45,352.42778,339.03667,320.94583,320.555,302.28417,287.26278,6.33974,5.21595,4.93162,4.65053,4.41943,554,8.523076923076923,412,6.338461538461538,352,5.415384615384616,345,5.3076923076923075,322,4.953846153846154,307,4.723076923076923,65.0,0.0
f4054da0-4cfa-4133-a40c-7189834e07e2,39,F,198,190,0,0,8,554.0,391.53333,251.09167,240.62222,222.86667,209.575,201.63833,195.27583,191.28333,5.649,4.419,3.99284,3.89678,3.82567,384,7.603960396039604,282,5.64,241,4.82,240,4.8,216,4.2772277227722775,200,3.9603960396039604,50.0,0.25189636092993917
5f2e7943-d925-416e-bac5-9377ed9880c1,-52,M,2362,497,1469,255,141,948.0,671.2,448.875,431.46111,399.59667,392.26667,384.885,312.34833,279.20944,7.59833,5.62812,5.42092,4.39927,3.94211,631,9.014285714285714,532,7.6,431,6.070422535211268,418,5.887323943661972,394,5.549295774647887,370,5.211267605633803,70.87502116850126,0.46314681933107427
ce043e2d-a873-49cb-a398-c6ce020877df,21,M,725,684,2,0,39,1574.0,1332.73333,545.725,546.22222,484.98333,447.15625,438.735,406.945,403.26889,10.85057,6.68943,6.05152,5.61303,5.56233,1155,15.931034482758621,787,10.855172413793104,546,7.531034482758621,505,6.9655172413793105,450,6.206896551724138,420,5.793103448275862,72.5,0.0
59dee65f-5424-429f-b2d2-015fa66ebef4,-53,M,152,138,0,0,14,1452.0,887.06667,472.39167,393.77222,357.88333,338.87292,331.55667,295.635,284.925,7.11147,4.64784,4.30593,3.83942,3.70032,855,11.103896103896103,548,7.116883116883117,394,5.116883116883117,368,4.779220779220779,348,4.51948051948052,326,4.233766233766234,77.0,0.0
6de3e82e-9d67-4c81-803e-88ccc69047a9,32,M,599,334,2,0,263,1344.0,1029.73333,434.325,414.23333,390.82667,364.43542,362.685,356.6675,307.46833,7.11937,4.88533,4.53356,4.45834,3.84335,977,12.28930817610063,570,7.125,414,5.175,401,5.0125,370,4.625,361,4.5125,79.8906510851419,0.32864281084238817
14cba0c9-0c3b-4d20-8db8-5bb19c25011e,45,M,142,138,3,1,0,1483.0,691.13333,331.91667,310.31667,305.84,283.15833,269.41,231.77667,216.65,5.47163,3.64095,3.20726,2.75925,2.57917,670,7.976190476190476,460,5.476190476190476,310,3.6904761904761907,313,3.7261904761904763,297,3.5357142857142856,274,3.261904761904762,84.0,0.0
7f8530b7-f4c3-453c-bd0d-69169f6e4592,-65,M,190,49,22,0,119,1818.0,1252.4,1078.09167,1046.28889,1012.66667,977.62708,971.945,954.96333,950.72444,16.4681,14.46667,13.88493,13.64233,13.58178,771,11.014285714285714,479,6.8428571428571425,369,5.271428571428571,340,4.857142857142857,324,4.628571428571429,316,4.514285714285714,70.0,0.0
4c08148d-096e-4593-8a67-2d08d4035df5,-61,M,796,796,0,0,0,695.0,486.0,276.09956,260.18611,228.32,219.12292,215.67,188.9925,179.36778,5.83172,3.68258,3.47855,3.04827,2.89303,462,7.451612903225806,362,5.838709677419355,260,4.193548387096774,244,3.935483870967742,223,3.596774193548387,200,3.225806451612903,62.0,0.0
42582e78-b367-42f3-9e79-8236c9abd526,37,M,329,329,0,0,0,670.0,583.33333,303.80833,270.03889,250.7,221.575,208.26333,200.99083,186.37556,5.92361,3.48194,2.89255,2.79154,2.58855,562,7.805555555555555,427,5.930555555555555,270,3.75,259,3.5972222222222223,224,3.111111111111111,208,2.888888888888889,72.0,0.0
9e5e8829-e123-40cd-9f93-ab8385af4b0c,-50,M,731,729,0,0,2,2001.0,862.53333,423.275,395.88889,362.45667,344.96458,340.94167,305.79917,297.83222,6.69749,4.59241,4.31981,3.87455,3.77361,790,10.009492546602424,529,6.702559782335321,396,5.01741715275007,376,4.764012246045521,346,4.383904885988698,338,4.282542380698253,78.92569161422708,0.01677807290088473
f64ea63f-b74b-46a6-a677-8293ecf82daf,47,M,248,248,0,0,0,660.0,547.66667,268.0,263.4,229.18,223.07708,215.335,207.55708,195.91056,5.71207,3.95138,3.71267,3.57857,3.37777,541,9.327586206896552,331,5.706896551724138,263,4.5344827586206895,241,4.155172413793103,226,3.896551724137931,212,3.6551724137931036,58.0,0.0
23bf3f27-2db3-4324-8b41-529fedece86a,54,M,1046,493,42,0,511,1036.0,852.93333,430.11667,428.45,408.81333,386.10625,378.58667,365.12333,344.86944,6.31707,4.92546,4.56129,4.39908,4.15505,842,10.144578313253012,524,6.313253012048193,428,5.156626506024097,418,5.036144578313253,402,4.843373493975903,375,4.518072289156627,83.0,0.0
9d85d4f6-69e3-4585-a1dc-22cc0eca90e4,48,M,29,5,6,0,18,332.0,255.2,194.325,194.26111,194.03,185.81042,181.72333,171.495,165.97472,2.28961,2.28271,2.13792,2.01759,1.95264,230,2.7058823529411766,195,2.2941176470588234,194,2.2823529411764705,194,2.2823529411764705,188,2.211764705882353,180,2.1176470588235294,85.0,0.0
85ca7ac6-fbf3-481b-99a4-f5075876b26a,24,M,25,25,0,0,0,942.4,781.50667,286.475,268.14444,255.572,248.16958,237.28567,214.1975,206.92689,3.72011,2.77796,2.57919,2.32823,2.24921,668,7.260869565217392,342,3.717391304347826,268,2.9130434782608696,263,2.858695652173913,248,2.6956521739130435,233,2.532608695652174,92.0,0.0
e3d20d0e-1991-4c74-9d60-13e271698cf7,46,M,104,98,4,0,2,1363.0,999.0,572.25833,517.11111,397.71667,364.50208,341.92167,280.85333,253.04944,10.49178,5.44817,4.68386,3.84731,3.46643,999,13.684931506849315,766,10.493150684931507,517,7.082191780821918,424,5.808219178082192,397,5.438356164383562,322,4.410958904109589,73.0,0.0
